视频cid,弹幕内容
207659332,跟我们什么关系？有什么过分的？
207659332,太过分了
207659332,这就是自由吗？
207659332,这真的过分了
207659332,这真的玩笑开大了
207659332,最多100年不能再多了
207659332,这俩黑人膨胀了
207659332,干的漂亮干的漂亮
207659332,自由
207659332,过分了
207659332,太过分了
207659332,过分了
207659332,过分了
207659332,神父诶
207659332,正道的光。
207659332,今天27号 难道是六月
207659332,自由
207659332,是大农场主和奴隶主华盛顿吗？
207659332,自由
207659332,过分了
207659332,很过分
207659332,过分了
207659332,美丽的风景线
207659332,干得漂亮！
207659332,……这个不太好，真的，很过分
207659332,过分了
207659332,单就华盛顿来说这真的很过分
207659332,自由
207659332,不是有点过，这是非常过分（活该是什么心理？）
207659332,真的过分了
207659332,过分了过分了
207659332,我觉得B站的弹幕可以整顿一下
207659332,过分
207659332,过分了
207659332,有一说一挺好看
207659332,这个真的过分了，国父被这样
207659332,虽然不对但是，干的漂亮
207659332,过分了
207659332,犯人有点毛病
207659332,犯人有点毛病
207659332,有毒吧
207659332,其实关键不是华盛顿人可不可以，而是华盛顿代表了美国
207659332,看看弹屏里多少精神美国人
207659332,过分了！真的太过分了！十年监禁太过分了！
207659332,自由
207659332,美国式自由自由自由自由
207659332,华盛顿？？偶！不就是那个奴隶主？剥黑人奴隶皮的白人？！
207659332,某佩:多么美丽的一条风景线
207659332,虽然是有点过分，不过是在美国      干得漂亮
207659332,过分是真过分
207659332,奴隶头子华盛顿
207659332,即使讨厌，也不能这样子啊
207659332,艺术品就过分了吧
207659332,好过分
207659332,疯子
207659332,华——盛——顿——！
207659332,没文化底蕴的国家
207659332,过分了
207659332,干得漂亮
207659332,没必要吧
207659332,牛逼大了
207659332,哇操，这能说一辈子
207659332,不过分
207659332,怎么算过分呢！在自由的国度，这叫自由！
207659332,过分
207659332,收 获 日 
207659332,竟然是白人。
207659332,过分了
207659332,这还不说干得漂亮？
207659332,说干得好的怎么想的？
207659332,红色精神
207659332,过分了！！！
207659332,做这种事，再怎么说也有点过分
207659332,过分了，哥哥们
207659332,这就是自由
207659332,这个有点过了
207659332,过分了
207659332,会有报应的！
207659332,红色红色红色
207659332,感觉就很自由
207659332,啊这确实过分了
207659332,起诉？这不自由！
207659332,过分了
207659332,过分个屁
207659332,华盛顿的确是伟人
207659332,不过分
207659332,自由主义者干的事怎么能叫过分呢？
207659332,自由国度
207659332,干得漂亮！
207659332,过分了
207659332,这种自由是你们自己选择的。
207659332,什么过分！?这个叫自由
207659332,太棒了
207659332,过分了吧
207659332,推特治国
207659332,挺好
207659332,太过分了
207659332,我们也要警惕历史虚无主义
207659332,过分什么呀，在以前他也是一位农场主呀
207659332,过分了
207659332,好过分啊
207659332,太过分了，泼这么少
207659332,很应景啊
207659332,自由美利坚
207659332,自由美利坚
207659332,66666
207659332,白人？？
207659332,太过分了
207659332,这该是真的过分了吧....
207659332,漂亮的风景线
207659332,过分了啊这个
207659332,过分了
207659332,开心了
207659332,说过分的什么心态？
207659332,说过分的什么心态？
207659332,华盛顿进入直播间。
207659332,华盛顿:我当初是被绿了，现在我又红了。
207659332,《过 分 了》
207659332,这很自由
207659332,这个过分了啊
207659332,干得漂亮
207659332,这，方式不对啊
207659332,嘿嘿嘿嘿，果真
207659332,BVS
207659332,过分
207659332,华盛顿杀了很多印第安人，而且还把他们的皮做成原材料，是历史罪人
207659332,牛牛牛
207659332,风景线
207659332,试看将来的环球，定是红色的
207659332,这……
207659332,确实过分！
207659332,漂亮？？？？？
207659332,过分了
207659332,这个面具好逗
207659332,说过分的过来，给你脑壳上加个buff
207659332,过nm的分
207659332,干的漂亮
207659332,继续继续，干的漂亮！说过分的看看美国都干了些什么事
207659332,过分，华盛顿是个伟人
207659332,疯了，都疯了……
207659332,太过分了
207659332,唉
207659332,不过分
207659332,这个不过分
207659332,不过分
207659332,这，过分了啊
207659332,干得漂亮
207659332,真过分了
207659332,太过分了，这和在中国
207659332,太过分了，侮辱伟人
207659332,推特治国
207659332,他们搞自己人一直可以的
207659332,真的过分了
207659332,豆浆
207659332,？过分了啊！
207659332,自由
207659332,自作孽
207659332,没有华盛顿就没有美国！
207659332,干得漂亮
207659332,华盛顿是暴君，这点不能洗
207659332,破四旧啊，力挺，加油
207659332,那些说过分的，你们真觉得哥伦布也算美国“国父”？
207659332,哈哈
207659332,自由
207659332,真的过分了
207659332,哈哈哈
207659332,干得好？如果我们是美国人你会怎么想，希望这雕像是你
207659332,过分了
207659332,赤 化  美  利  坚
207659332,翻新一下挺好
207659332,现代奴隶主像泼不得？爷真是笑了
207659332,弹慕在洗什么啊？
207659332,真是国将不国呀
207659332,是挺过分的
207659332,自由
207659332,红色疯狂暗示
207659332,红色国父
207659332,真过分了
207659332,国父都要打引号？真有你的观察者
207659332,这就是自由，你有什么资格说人家过分？
207659332,芜湖，漂亮
207659332,这已经算好了，抢别人店才是过分
207659332,i了i了
207659332,NB
207659332,你们这就过分了
207659332,干得漂亮
207659332,破四旧
207659332,ko no 麦犬哒 da：留下脚印
207659332,过分什么呢我问
207659332,干得漂亮
207659332,过分了
207659332,这挺难抓ee
207659332,有点过分了
207659332,没毛病好吧
207659332,本来就是，杀了不知多少印第安人
207659332,过分了啊
207659332,自 由 过 了 头
207659332,这个真的过分了
207659332,初中历史忘了？？？
207659332,有啥过分的？
207659332,过吗？
207659332,判少了
207659332,干得漂亮
207659332,牛逼
207659332,哈哈哈哈哈
207659332,过分了
207659332,确实过分了
207659332,过分
207659332,PAYDAY2
207659332,说干得漂亮和美的一批的人弹幕礼仪都白学了吗
207659332,这个真有点过分了
207659332,这是真过分
207659332,过分了
207659332,真过分了，唉老美真的弄了一群什么人，华盛顿啊他是
207659332,一点也不过分就是他开始的毒瘤
207659332,不过分的
207659332,加大力度
207659332,真的是太（干)过(的)分(漂)了（亮)
207659332,这真的过分了
207659332,华盛顿无所谓啦
207659332,华盛顿：？？？？
207659332,是泼漆过分还是监禁过分呀
207659332,SCP基金会已介入调查：怀疑035突破收容
207659332,这个真的不对了，怎么就学tlp乱甩锅呢
207659332,拉 顿 哈 给 顿
207659332,旁边那个雕像是谁？
207659332,华盛顿奴隶主你和我说过分？
207659332,过分了
207659332,马林巴
207659332,payday
207659332,过分了啊。。。
207659332,过分了
207659332,这是自由啊！！美利坚合众国的自由！
207659332,这很美式自由
207659332,这群人有病吧！
207659332,过分了
207659332,漂亮
207659332,过分
207659332,漂亮！！！
207659332,变红过分
207659332,漂亮的风暴线
207659332,漂亮的风暴线
207659332,呵呵，红色精神
207659332,这样有点过了
207659332,不过分
207659332,屠杀印第安人的国父！呵呵
207659332,美国的监控堪忧
207659332,自由美利坚
207659332,行
207659332,有点过了
207659332,看个笑话
207659332,看个笑话
207659332,……我觉得过分吧
207659332,？？？？？
207659332,华盛顿是无辜的
221561275,声音贼大
221561275,说到底还是没反制措施
221561275,这没啥 还没到反制的时候
16446319,这个很自由
16446319,第一
16446319,可以，这很自由
16446319,但这并不符合强者生存的市场规律
16446319,统称爱国者法案……
16446319,这很民主
16446319,泰罗
16446319,这不贸易自由！这不市场经济！
16446319,这很民主自由
16446319,强制？不是说好的自由吗
16446319,很自由
16446319,这个眼神 哈哈
16446319,感觉像个傲娇的小孩子...
16446319,非常民主
16446319,hehe 
16446319,这不贸易自由！这不市场经济！（滑稽）
16446319,成本怎么办= -=
16446319,美国工人的价格请问一个牙刷多少钱？
16446319,贸易保护
16446319,贸易保护
16446319,真这么简单，市场就好办了
16446319,为情怀？？？
16446319,美国劳动人民......
16446319,华人在美国怎么办…
16446319,这个很可以，工作优先美国人！那大家都不用去美国找工作了
16446319,加油！世界第二的目标很近了！
16446319,劳动成本可不是开玩笑的
16446319,中国基建美国不想雇佣中国工人
16446319,"是说本地企业优先用本地人,外资当然另算"
16446319,又要多几个被工会拖死的行业了
16446319,仔细看看这话筒音响是不是中国制造，不然尴尬了
16446319,这些不是高级人才么。中国想留都很难留住
16446319,好，威武，兹瓷
16446319,伟大的民主国家
16446319,然而美国人看不上墨西哥人和华人正在做的工作
16446319,你的民主呢？你的自由呢？
16446319,搞不好这个台子以及上面的所有东西都是MADEINCHINA。
16446319,好！干得漂亮！
16446319,全国产这么贵用的起么？
16446319,无产阶级万岁
16446319,非常自由
16446319,工农阶级
16446319,民主的强制能算强制吗？
16446319,这下好了，又是一批爱国学子要回国报效祖国了……
16446319,哈哈，兔子开心的一B
16446319,我们要建立一个特色资本主义
16446319,闭关锁国 加油啦
16446319,美国特色资本主义万岁！！（滑稽）
16446319,这么恐怖
16446319,川普加油，美国倒不倒就看你啦！
16446319,然后各种套路
16446319,人?
16446319,川大帝拯救美利堅
16446319,我觉得很有可能是中国制造
16446319,是不是以后不能取美国打工了？美国也买不到老干妈了？？
16446319,大家就回国发展吧(๑•̀ㅂ•́)و✧
16446319,美国特色资本主义，美国特色民主23333333333333
16446319,民主和自由是很大的概念
16446319,在理论上都有不同探讨
16446319,老美这是要闭关锁国了吗
16446319,爱国学子本身就会回国，因为申请不了美国的工作而回国的~~~
16446319,我是一个gay
16446319,懒鬼们，起来工作了
16446319,希望你们理解
16446319,我的夫人，其实是百合
16446319,我即将退位
16446319,我是个gay，我以经说过了
16446319,我我爱的人就是！
16446319,我爱的是一个绅士
16446319,你们应该是知道的
16446319,我要把美国搞死
16446319,我不知道我在干嘛了????
16446319,特色闭关锁国资本主义
16446319,可企业竞争力降低了啊
16446319,今天新闻联播无意看到
16446319,印度恐成最大XX。。
16446319,但是确实可以解决美国工薪阶层失业率高居不下的情况
16446319,这样很好啊，助攻中国和印度留住本国高端人才
16446319,后面那两个感觉像拉丁裔的小哥… 
16446319,干得好啊，就是这样，我们再支持不过了
16446319,美帝药丸
16446319,资本家以后来中国投资吧 我们这里更自由
16446319,gggg
16446319,嗨
16446319,这个人是谁啊
16446319,支持支持！
16446319,特色资本主义笑尿了????
16446319,除了一部分人是美国制造还有啥。
16446319,搞垮美国，请党放心23333
16446319,说好的贸易自由呢？
16446319,说好的名主呢？强制雇佣？
16446319,越来越像总统了
16446319,干的漂亮
16446319,美国人民从此站了起来
16446319,美国特色资本主义，建立资本主义计划经济制度
16446319,鼓掌鼓掌
16446319,把好莱坞关了
16446319,菲律宾墨西哥哭了
16446319,紫字幕你够了
16446319,洗洗睡吧，美国人工成本那么贵，资本家舍得？还是玩金融实在
16446319,哈哈，南非西班牙后裔笑而不语，我的今天就是你们的明天
16446319,不符合？谁会看着自己国家工业被削弱和淘汰
16446319,太棒了
16446319,毕竟现在的美国是产业空心化的国家。
16446319,紫字笑死
16446319,棒啊，让你们都往美帝跑，最终不还是回国
16446319,苟
16446319,这个对有真才实学的留学生有利，对非法移民和低端移民不利
16446319,没工作的人才可以来中国了。有政策保护，美国人不会变懒吗。
16446319,我还是觉得观海同志在这里顺眼
16446319,我强烈支持这法令，这样的法令再来一打更好
16446319,川普总统说到我心坎里了，这才是美国人民的杰出领袖
16446319,支持绝对支持，这样的法令再来一打
16446319,这不抿住啊
16446319,说好的自由呢？自由贸易呢？
16446319,好幼稚
16446319,奇了！六级没过的我我听的懂
16446319,新希特勒法西斯？
16446319,it makes very very great scene
16446319,飞车了
16446319,我喜欢日本的首相安倍晋三
16446319,重商主义
16446319,美国特色资本主义
16446319,不转不是美国人
16446319,不用看话筒，美国国旗中国造
16446319,然后美国货就开始涨价了
16446319,哈哈，人才都来天朝啦
16446319,美国货又要涨价了...哎。这不是逼我们买国产吗？
16446319,总感觉美国药丸啊
16446319,我忍不住想说，当初你选举时，选民举的国旗是中国制造的....
16446319,太好了
16446319,违宪 民主党能过？
16446319,完全是商人的利益至上来经营美国
16446319,剥夺别人劳动的权利，这算是践踏人权吗，美国？？
16446319,加油干！美国总统
16446319,对！我作为中国人一定投你一飘
16446319,我们北京精雕早就用这个方法了……
16446319,哎.....美国会毁在你手里的
16446319,欢迎留学生回国创业
16446319,美国特色资本文主义摇号？
16446319,自己竞争不过外国人就搞贸易保护哦，辣鸡
16446319,↑made in china
16446319,↓made in china
16446319,老天快借川普500年
16446319,国人还不自知 他们各种出国买买买给国家的经济造成多大的影响
16446319,不是市场经济吗
16446319,自由贸易变成保护主义
16446319,老美闭关锁国了
16446319,川普加油！因为你，中国的明天会更好！！！
16446319,不转不是美国人
16446319,你们要尊重市场啊，你们不是资本主义吗？
16446319,哈哈哈 没想到吧我其实是俄罗斯的间谍 现在在美国做总统
16446319,抵制外货
16446319,特色资本主义哈哈哈哈哈哈哈哈
16446319,海禁
16446319,加油
16446319,前提得是你要能找到美国人肯干
16446319,说贸易自由的怕是没看清，他说的是政府买美国货好吧
16446319,美国人民的生活成本要变高了
16446319,这么做的后果就是东西贵的卖不出去最后还是被市场淘汰
16446319,用去吧，到时候一系列的毛病该出现了
16446319,底部字幕你是不是觉得自己很有才？
16446319,和南非一样了
16446319,1.25倍就萌了
16446319,不买不是美国人
16446319,结果就是增加军购？
16446319,哈哈老马一离开就搞事情
16446319,全球一起搞经济的时候自己独玩。。。。
16446319,支持你
16446319,这政策我支持！
16446319,可怜了留美学生的money
16446319,抵制中货，要先抵制蠢货
16446319,不懂美国，总觉得会违宪
16446319,白人都是抠鼻。。不可能不买中国的
16446319,美国工农阶级的春天。
16446319,特朗普想学罗斯福搞蓝鹰计划
16446319,美国特色资本主义道路1
16446319,背后蓝衣女的：扎心
16446319,1.25女声
16446319,说句搞笑的话美国劳动力又贵又懒
16446319,搞垮美国  就在今天
16446319,底端弹幕哈哈哈哈哈哈哈哈
16446319,闭关锁国恍恍惚惚
16446319,很高兴啊让他搞吧
16446319,一只白皮猪
16446319,无产阶级联合起来
16446319,红领巾
16446319,凯恩斯主义［滑稽］
16446319,我们要走美国特色资本主义道路
16446319,中国的很多企业也是变相贸易保护下成长起来的，特别是网络方面的
16446319,西方红，雄鹰升，美国出了个特朗普
16446319,我其实和观海同志干着相同的工作
16446319,你们不爱国？？不买不是美国人！！！
16446319,问题来了，美国人工资那么高......怎么雇
16446319,不得了了！自由国度強迫人民工作！
16446319,自由貿易，自由競爭＼(^o^)／
16446319,我仿佛看见了清王朝的衰弱。
16446319,加油老川，美国马上就被你搞垮了
16446319,那如果是在美学生想打工赚钱怎么办
16446319,好啊，然后屁都买不起了
16446319,会煽动
16446319,这个说的对
16446319,川普这是要把美国由移民国家变为民族国家
16446319,酸
16446319,溜溜溜啊，这不就是中国给外国人分级的风格么。
16446319,马云这个美狗要为美国创造几百万个就业岗位
16446319,爱国学子当然会回国，因为外国找不到工作
16446319,啊 乖乖站好 呵啊
16446319,特朗普摊这烂摊子
16446319,紫字搞事情23333
16446319,我仿佛看到了我大中华的崛起
16446319,川普兴 美国亡
16446319,美国特色的资本主义
16446319,搞不好只有川普本人不是madeinchina吧
16446319,⊙▽⊙
16446319,干的漂亮
16446319,红领巾
16446319,闭关锁国
16446319,建设有美国特色的资本主义
16446319,特朗普2017年北方讲话提出建设资本主义计划经济体制
16446319,哈哈，有你，相信中国会更好！
16446319,紫字超神
16446319,红领巾更鲜艳了
16446319,就是杜绝中国货嘛，不给亚裔工作岗位，也真是做的出来
16446319,怎么感觉开始像纳粹了！民族主义！
16446319,我胸口的哄你
16446319,胸口的红领巾越发闪亮
16446319,chine ON.1
16446319,美国快亡国啦哈哈
16446319,字幕不要胡闹
16446319,川普很狡猾，不要轻视美国总统啊亲们
16446319,闭关锁国的开头！傻川好样的
16446319,川普兰花指
16446319,太伟大了
16446319,这里的美国是指血统还是证件？
16446319,已经有公司屈服了  因为不这么最产品进入美国会被征收高税
16446319,美利坚合众国万岁！！！
16446319,人工成本太好，美国货买不起
16446319,这是要抵制中货了？
16446319,我美利坚物产丰富，无所不有
16446319,面相不好
16446319,我大美帝地大物博，物产丰富....咦，闭关锁国，这不是我大清走大的路吗
16446319,底层紫字 我就服你
16446319,会导致美国解体
16446319,然后美国走向苏联老路
16446319,美利坚上国 物产丰盈无所不有
16446319,川普兴，大美亡！
16446319,抵制国货?
16446319,罢工吧，学学法国人
16446319,中国税费或许高但美国开厂律师费高，还是交给国家好
16446319,美帝还有什么高科技赶紧卖吧，再晚我们都有了
16446319,房地产占制造业成本才多少得看行业，低端的当然喊高
16446319,企业竞争力在于创新，在于把握80%利润的产品和服务
16446319,搞乱美国指日可待，请党放心。
16446319,搞乱美国指日可待，请党放心
16446319,紫字233
16446319,那个万岁的弹幕我还以为是选项呢
16446319,终于要走上闭关锁国的道路吗
16446319,不不不，自由贸易万岁（手动滑稽
16446319,视频画面中，除了川普这个人，包括头上的假发都是made in china
16446319,川建国同志辛苦了
16446319,川普缺一个靠谱的经济顾问
16446319,说的不就是我们吗……廉价劳动力……
16446319,自给自足靠自己！
16446319,看让人相信你
202809048,美国警察一年的资金是中国军费的两倍
202809048,哈哈哈哈哈哈哈哈哈哈哈哈哈
202809048,所以有足够钱，公关游说
202809048,？？？？？
202809048,最低笑死
202809048,施加魔法
202809048,刚才这几句倒是有那么点意思
202809048,我要我要，快给我（dog）
202809048,近期
202809048,诶，还是没得到，好气啊
202809048,川建国，请继续努力卧底下去！加油！
202809048,bilibili
202809048,川建国同志，你辛苦了
202809048,？！！
202809048,我和我的保镖们哈哈哈哈
202809048,呵呵哈哈哈或或或或或或或或
202809048,川宝，妈妈在，好骄傲呀，我家川宝好厉害
202809048,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
202809048,哈哈哈哈哈哈哈哈哈哈哈哈
202809048,犯罪率这么低了还要警察局干嘛哈哈
202809048,哈哈哈哈哈哈哈哈哈哈哈哈哈
202809048,说的是近期最低吧，估计是比前几天低
202809048,？
202809048,bilibili
202809048,战术摇笔
202809048,“最高”、
202809048,随风飘荡
202809048,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
202809048,没有你，就会世界和平
202809048,有警察就会没有么？脑子是个好东西
202809048,字幕都是红色的，川建国实锤了
202809048,全程看头发
202809048,划重点：近期
202809048,哇川宝好棒棒
202809048,起手就是地球。。世界。。猛。。
202809048,战术暂停
202809048,犯罪率最低
202809048,有警察也没看见治安多好啊
202809048,头发好坚强
202809048,绝了
202809048,美国的警察都是师傅带徒弟那样带出来的，不是像咱们这种警校毕业，你要最高标准那估计得全美国的警察都一起学习了
202809048,的确啊警察很重要，川普说的很对啊。
202809048,？
202809048,幸福是奋斗出来的
202809048,建国签售会
202809048,宁还真敢这么说
202809048,红领巾越发红色
202809048,石锤了你警察国家
202809048,红色好晃眼～
202809048,真能吹
202809048,666
202809048,?
202809048,红色的字幕暴露了
202809048,我左耳瞎了
202809048,世界警察正在造成混乱！！！
202809048,为自由而战
202809048,头发都要被吹走了
202809048,川普的事业就是让中国再次伟大
202809048,广告法
202809048,？？？最低
202809048,也没错
202809048,难得正常
202809048,哈哈哈，抢劫罪近期最低
202809048,bilibili
202809048,魂魄出窍
202809048,心电图
202809048,高级词汇了
202809048,地堡男孩最棒妈妈爱你
202809048,好家伙还排比
202809048,他是不是有点秃了
202809048,?????????
202809048,好字
202809048,老特，你的金毛乱了！
202809048,头发要被刮跑了
202809048,阿瓦达啃大瓜
202809048,可爱
202809048,不要男妈妈！不要男妈妈！
202809048,巴啦啦小魔仙变身！
202809048,波形图签名
202809048,怎么感觉说话不喘气呢
202809048,格兰芬多！！！
202809048,确实现阶段没有那个国家能离开警察
202809048,发型代表了他的处境
202809048,川普原来是个法师
202809048,您已违反广告法
202809048,您有常识吗  喝消毒水
202809048,特朗普名字被⭕️了 
202809048,这不自由
202809048,川普正常了！！
202809048,哈哈哈哈
202809048,胸前的红领巾更鲜艳了
202809048,咕噜灵波！
202809048,眼睛呢？
202809048,巴啦啦能量
202809048,正式签约
202809048,最低是要笑死我吗
202809048,我川普左扭扭右扭扭
202809048,哈哈哈哈嘿嘿嘿
202809048,三好学生
202809048,“监狱”
202809048,好一个bilibili
202809048,这字幕。。。
202809048,khx
202809048,头发被吹乱了
202809048,你呀，我你能给我整点新花样
202809048,这是假发？
202809048,张口就来
202809048,不拉手风琴了，爷青结
202809048,哈哈哈哈哈哈哈
202809048,你也是赛q？
202809048,现在看见川普就想笑是咋回事
202809048,耍宝川普！
202809048,直接用枪？！
202809048,红领巾很鲜艳
202809048,用了清扬洗发水
202809048,头发
202809048,拔丝特朗普（指头发）
202809048,头发
202809048,有免费的拿，干嘛去抢去偷啊
202809048,审美疲劳
202809048,这个红框框圈的就很亮了
202809048,可爱
202809048,鲜艳的红领巾
202809048,全程看头发
202809048,胸前的红领巾飘扬
202809048,trump 的头发越来越少了哈哈哈哈哈哈
202809048,红领巾真好看
202809048,最低
202809048,请开始你的表演
202809048,实话
202809048,呵呵呵
202809048,bilibili
202809048,服务
202809048,？
202809048,怎么感觉他瞬间变老了
202809048,签了个心电图
202809048,没有检测就没有生病
202809048,胸前的红领巾好耀眼
202809048,“专业”
202809048,心电图
202809048,哈哈哈哈哈哈哈
202809048,想得美，枪械管理那么不靠谱，你当警察不是人
202809048,还以为是枪声
202809048,红领巾亮出来了
202809048,哈哈哈美国真的药丸
202809048,。。。。。
202809048,思维终于正常了一回
202809048,难以置信，还以为字幕翻译错了
202809048,？
202809048,红领巾胸前挂（为了掩敌只好假装领带）
202809048,你有常识？？？
202809048,发型
202809048,没风琴手  爷青节
202809048,经济基础决定上层建筑。
202809048,66666
202809048,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
202809048,笑死了
202809048,吧啦吧啦
202809048,川宝
202809048,ilidilid
202809048,这话也确实没毛病
202809048,川宝放心飞，妈妈绝不追
202809048,世界上最没有常识跟我说常识
202809048,兹瓷川普
202809048,最高标准，五体投地
202809048,又忘词了吧
202809048,上面赫然写着中国万岁
202809048,现在是最高纪录
202809048,胸前的红领巾更鲜艳了
202809048,我聽到了 謝謝？
202809048,最低记录（没空记录）
202809048,早秃了 带的假发 还被吹走过
202809048,到处都是红色的，哈哈，建国辛苦了
202809048,有时间就去看看那美丽的风景线！
202809048,要来何用？美利坚的民众需要的是自由！
202809048,警察都不上班了 可不没犯罪的了，不检测就没病毒。
202809048,已婚
202809048,红领巾已带起
202809048,我感觉川普被感染了
202809048,这几句确实是那么回事，没必要笑
202809048,不受理案件就等于没有案件
202809048,唐纳德-懂王
202809048,美国老双标了
202809048,战术鼓掌
202809048,发型堪忧
202809048,最高最善最强政令
202809048,川宝，妈妈爱
202809048,红领巾
202809048,签了个bilibili
202809048,你们没感觉他很憔悴吗？
202809048,鲜艳的红领巾
202809048,注意假发建国
202809048,最低。。。。。。。
202809048,最低？
202809048,最强最高标准是什么鬼？直接开枪？
202809048,建国老了
202809048,看成bilibili了哈哈哈
202809048,签名好看
202809048,特朗普：我狠起来连自己都骗！
202809048,来“服务”社区
202809048,他心率憔悴啊！
202809048,丁春秋？
202809048,川普好棒
202809048,无政府主义才是真正的自由！
202809048,川宝，爸爸爱你
202809048,战术鼓掌
202809048,可可爱爱川建国
202809048,世界警察流氓执法
202809048,建国苍老了许多啊！
202809048,可爱单纯川建国
202809048,发型好评
202809048,川普吴迪
202809048,哈哈
202809048,华盛顿；川败国你是要毁了劳资建立起来的江山啊
202809048,胸前的红领巾愈发鲜艳
202809048,瞅那一出儿
202809048,bilibili
202809048,鼓掌
202809048,哈哈哈哈哈哈哈哈川宝可爱
202809048,头发要跑了
202809048,红框好评
202809048,多看点新闻吧！
202809048,建国辛苦了
202809048,建国同志辛苦了
202809048,古娜拉黑暗之神！
202809048,现在美国这个样子 大部分原因还是因为 美国人的思想
202809048,属实厉害
202809048,没有人比我更懂犯罪
202809048,签bilibili别暴露了川同志
202809048,签约B站
202809048,加框好评
202809048,脖子上的红领巾显得更加鲜艳了
202809048,有一说一，我总觉得他后面是“专业人士”
202809048,监考老师展示试卷袋
202809048,签名：bilibili
202809048,笑死
202809048,可爱的老头
221483716,下一个会是谁呢？
221483716,热乎
221483716,阿里
221483716,谴责就完事了
221483716,腾讯的东西你居然敢动？
221483716,沈大佬预言真准
221483716,腾讯：？？？
221483716,有毛病
221483716,莫慌
221483716,美帝纸老虎，30%的可信度
221483716,中国光说有鸟用！
221419418,那就别人你们美国人到处跑啊
221419418,厉害
221419418,他们在狂笑
221419418,欢声笑语
221419418,感觉像在唱歌
221419418,阿川又做了笔大生意
221419418,吟唱
221419418,又是一波把钱塞给本国医疗巨头的操作
221419418,懂懂懂抢，懂抢，懂抢懂懂懂抢
221419418,卧底工作做的太明显了吧 
221419418,这不自由
221419418,只要他一直不觉得尴尬，尴尬的就是你们。
221419418,比别人贵三倍 非常有竞争力
221419418,资本在狂笑
221419418,为什么你只准美国买自己生产，却要卖到全世界双标严重
221419418,牛逼
221419418,6
221419418,什么时候1487万呢
221419418,川宝加油
221419418,美国本土的医药公司有要抬价，真是赚的盆满钵满
221419418,这会他女婿赚大发了
221419418,敢问这样成本不得飞起来，穷人直接死了算了？
221419418,妙啊
221419418,本来就紧张这下哦吼啰喔
221419418,不愧是富豪，眼里只有钱
221419418,good
221419418,疫苗也别要哦
221419418,怎么还没上五百万
221419418,榨干最后一滴血
221419418,扭扭捏捏
221419418,傲娇
221419418,秒啊
221419418,这么开心？
221419418,纯粹的商人
221419418,请美国继续“伟大”
221419418,噢 原料也不用进口才好
221419418,生意人
221419418,噢 low的了吗
221419418,说白了就是只能买他自己利益集团的
221419418,前面五百万的应该快了吧
221419418,十月份一千万
221419418,哈哈，太贱了
221419418,川宝优秀
221419418,政客的吟笑
221419418,保证大资本家的利润
221419418,太爽了，听这声
221419418,世界第四人种：红色人种
221419418,明天就是500了，估计
221419418,疫苗也别买哦
221419418,朋友圈有多几个朋友
221419418,傲娇样
221419418,怎么戴口罩了
221419418,疯子
221419418,原料药从哪来？
221419418,一千万不是梦
221419418,卧槽，懂王你真的是自己人啊
221419418,他在唱歌么
221419418,民众蠢得要死
221419418,硬气！……的代价……
221419418,真是灾难
221419418,美国屠夫，实锤了
221419418,一步大棋
221419418,牛逼 
221419418,一群人又开始嘲笑了，平时对村长都唯唯诺诺规规矩矩
221419418,听说很多美国穷人去墨西哥看病
221419418,不要戴口罩啊
221419418,小丑一个
221419418,川宝加油
221419418,死3亿，加油死
221419418,病毒患者越来越多，哪家发财？
221419418,意思他国研发出药物米国人会被这个行政令卡住？
221419418,红领巾不错
221419418,化妆了，肤色均匀了
221419418,资本家的狂欢盛宴
221419418,全世界在美国化，而美国在中国化
202794802,巴啦啦魔仙变
202794802,没人比我更懂执法
202794802,他来了他来了
202794802,宁有常识吗
202794802,不愧是川宝宝(づ￣ ³￣)づ
202794802,？？？
202794802,睁眼说瞎话就是只美国人
202794802,这他马是字？地震仪吧
202794802,史上最低那最高是什么时候
202794802,最高水准，顺我者昌逆我者亡
202794802,头发要飘走了
202794802,老全世界了
202794802,没有人比我更懂艾滋
202794802,还专门要掌声
202794802,阿瓦达索命
202794802,警 察 国 家
202794802,最好标准潜台词――打！别手软！
202794802,你总算说了一句带脑子的话
202794802,？？？
202794802,头发
202794802,可真有宁的呀！简直睁菊说瞎话
202794802,这很甜蜜
202794802,我想知道那个西雅图的自治区还在吗？
202794802,bilibili？
202794802,？？？？？？？？？？
202794802,红框不是牺牲的同志名字
202794802,这是心电图啊
202794802,美国大戏
202794802,有警察更混乱
202794802,川普的话随便听听就行了，没几句真的。
202794802,最低？
202794802,黑人：？？？？？？怪我。。。
202794802,字好看
202794802,最高是南北战争
202794802,我看到签了个bilibili?
202794802,头发跟鸡毛一样哈哈哈
202794802,确实没有犯罪，警察都放假了
202794802,阿瓦达索命
202794802,令  和
202794802,说实话，美国没jc只会更乱
202794802,没专门要，问是谁的笔
202794802,他的头发哈哈哈
202794802,尼玛的锯齿波？
202794802,警察帝国
202794802,川宝憔悴了好多
202794802,阿瓦达索命
202794802,看多了黑人抬棺，以为特朗普后面是黑人
202794802,你搁这画心电图呢奥
202794802,史上最低(零元购)
